Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_002695.2	2184149	2184295		minus	hypothetical protein		62675928	protein-coding		YP_009502629.1	48	ECs_5730
NC_002695.2	2184295	2184864		minus	phage antirepressor		917384	protein-coding		NP_310212.2	189	ECs_2185
NC_002695.2	2185135	2185668		minus	phage endolysin		917387	protein-coding		NP_310213.2	177	ECs_2186
NC_002695.2	2185719	2186063		minus	hypothetical protein		917391	protein-coding		NP_310214.1	114	ECs_2187
NC_002695.2	2186068	2186274		minus	holin protein		917389	protein-coding		NP_310215.1	68	ECs_2188
NC_002695.2	2186722	2188572		minus	hypothetical protein		917388	protein-coding		NP_310216.2	616	ECs_2189
NC_002695.2	2188886	2189053		minus	hypothetical protein		62675929	protein-coding		YP_009502630.1	55	ECs_5731
NC_002695.2	2189050	2189481		minus	TciA/TerB-like protein		917393	protein-coding		NP_310217.1	143	ECs_2190
NC_002695.2	2189651	2189727		minus	tRNA-Arg	argO5	62675930	tRNA				ECs_R0059
NC_002695.2	2189828	2189903		minus	tRNA-Ile	ileZ5	62675931	tRNA				ECs_R0060
NC_002695.2	2189932	2190519		minus	phage regulatory protein		917394	protein-coding		NP_310218.1	195	ECs_2191
NC_002695.2	2190781	2190978		minus	hypothetical protein		917395	protein-coding		NP_310219.1	65	ECs_2192
NC_002695.2	2191203	2191757		minus	phage antiterminator		917398	protein-coding		NP_310220.1	184	ECs_2193
NC_002695.2	2191820	2192125		minus	phage endonuclease		917400	protein-coding		NP_310221.1	101	ECs_2194
NC_002695.2	2192138	2193187		minus	hypothetical protein		917396	protein-coding		NP_310222.2	349	ECs_2195
NC_002695.2	2193189	2193461		minus	hypothetical protein		917399	protein-coding		NP_310223.1	90	ECs_2196
NC_002695.2	2193583	2193927		minus	hypothetical protein		917401	protein-coding		NP_310224.1	114	ECs_2197
NC_002695.2	2194047	2194259		minus	regulatory protein MokC for HokC		917402	protein-coding		NP_310225.1	70	ECs_2198
NC_002695.2	2194493	2195050		minus	hypothetical protein		917406	protein-coding		NP_310226.1	185	ECs_2199
NC_002695.2	2195398	2195709		minus	hypothetical protein		917411	protein-coding		NP_310228.1	103	ECs_2201
NC_002695.2	2195702	2195929		minus	hypothetical protein		917404	protein-coding		NP_310229.1	75	ECs_2202
NC_002695.2	2195926	2196207		minus	hypothetical protein		917407	protein-coding		NP_310230.1	93	ECs_2203
NC_002695.2	2196240	2196956		minus	hypothetical protein		917405	protein-coding		NP_310231.2	238	ECs_2204
NC_002695.2	2196990	2197451		minus	phage replication protein		917429	protein-coding		NP_310232.2	153	ECs_2205
NC_002695.2	2197444	2198487		minus	replication protein		917408	protein-coding		NP_310233.1	347	ECs_2206
NC_002695.2	2198556	2198981		minus	transcriptional regulator		917409	protein-coding		NP_310234.1	141	ECs_2207
NC_002695.2	2198965	2199207		minus	phage antirepressor protein		917412	protein-coding		NP_310235.1	80	ECs_2208
NC_002695.2	2199599	2199937		plus	phage repressor protein		917413	protein-coding		NP_310236.2	112	ECs_2209
NC_002695.2	2200149	2200382		plus	hypothetical protein		917415	protein-coding		NP_310237.1	77	ECs_2210
NC_002695.2	2200394	2201032		plus	hypothetical protein		917417	protein-coding		NP_310238.1	212	ECs_2211
NC_002695.2	2201033	2201242		minus	hypothetical protein		917414	protein-coding		NP_310239.1	69	ECs_2212
NC_002695.2	2201807	2201995		plus	cell division inhibition protein		917423	protein-coding		NP_310241.1	62	ECs_2214
NC_002695.2	2201992	2202180		plus	hypothetical protein		917421	protein-coding		NP_310242.1	62	ECs_2215
NC_002695.2	2202273	2203517		plus	uncharacterized gene		62675932	pseudogene				ECs_2216
NC_002695.2	2203514	2204050		plus	uncharacterized gene		62675933	pseudogene				ECs_2217
NC_002695.2	2204156	2204410		plus	DNA damage-inducible protein		917424	protein-coding		NP_310245.1	84	ECs_2218
NC_002695.2	2204413	2205300		minus	IS629 transposase OrfB		917422	protein-coding		NP_310246.2	295	ECs_2219
NC_002695.2	2205300	2205626		minus	transposase		917426	protein-coding		NP_310247.1	108	ECs_2220
NC_002695.2	2205833	2206702		minus	transposase		917425	protein-coding		NP_310248.1	289	ECs_2221
NC_002695.2	2206746	2207126		plus	hypothetical protein		917427	protein-coding		NP_310249.1	126	ECs_2222
NC_002695.2	2207123	2207470		plus	transposase		917428	protein-coding		NP_310250.1	115	ECs_2223
NC_002695.2	2207520	2209058		plus	transposase		917432	protein-coding		NP_310251.1	512	ECs_2224
NC_002695.2	2209069	2209491		minus	transposase		62675934	protein-coding		NP_304958.1	140	ECs_2225
NC_002695.2	2209641	2210291		minus	uncharacterized gene	nleG7	62675935	pseudogene				ECs_2226
NC_002695.2	2210276	2210711		minus	uncharacterized gene	nleG3	62675936	pseudogene				ECs_2227
NC_002695.2	2211002	2211532		minus	uncharacterized gene	nleI/nleG2-4	62675937	pseudogene				ECs_2229
NC_002695.2	2211691	2211960		minus	hypothetical protein		917437	protein-coding		NP_310257.1	89	ECs_2230
NC_002695.2	2211962	2213185		minus	phage tail fiber protein		917434	protein-coding		NP_310258.1	407	ECs_2231
NC_002695.2	2213250	2213849		minus	outer membrane precursor Lom		917449	protein-coding		NP_310259.1	199	ECs_2232
NC_002695.2	2213917	2214132		minus	phage host specificity protein		62675938	protein-coding		NP_304966.1	71	ECs_2233
NC_002695.2	2214135	2216264		minus	phage host specificity protein		62675939	protein-coding		NP_304967.1	709	ECs_2234
NC_002695.2	2216216	2217391		minus	phage host specificity protein		62675940	protein-coding		NP_304968.1	391	ECs_2235
NC_002695.2	2217733	2218314		minus	phage tail assembly protein		917442	protein-coding		NP_310263.2	193	ECs_2236
NC_002695.2	2218311	2219054		minus	phage tail assembly protein		917441	protein-coding		NP_310264.2	247	ECs_2237
NC_002695.2	2219065	2219763		minus	phage minor tail protein		917443	protein-coding		NP_310265.1	232	ECs_2238
NC_002695.2	2219763	2220104		minus	phage minor tail protein		917444	protein-coding		NP_310266.1	113	ECs_2239
NC_002695.2	2220097	2223339		minus	phage tail length tape measure protein		917445	protein-coding		NP_310267.1	1080	ECs_2240
NC_002695.2	2223387	2223596		minus	phage minor tail protein		917450	protein-coding		NP_310268.2	69	ECs_2241
NC_002695.2	2223692	2224066		minus	phage tail assembly protein		917465	protein-coding		NP_310269.1	124	ECs_2242
NC_002695.2	2224081	2224797		minus	phage major tail protein		917446	protein-coding		NP_310270.1	238	ECs_2243
NC_002695.2	2224863	2225207		minus	phage minor tail protein		917448	protein-coding		NP_310271.1	114	ECs_2244
NC_002695.2	2225204	2225650		minus	phage minor tail protein		917447	protein-coding		NP_310272.1	148	ECs_2245
NC_002695.2	2225647	2225997		minus	phage head-tail adaptor		917451	protein-coding		NP_310273.1	116	ECs_2246
NC_002695.2	2226007	2226333		minus	phage DNA packaging protein		917452	protein-coding		NP_310274.1	108	ECs_2247
NC_002695.2	2226336	2228915		minus	phage portal protein		917453	protein-coding		NP_310275.1	859	ECs_2248
NC_002695.2	2228861	2229082		minus	hypothetical protein		62675941	protein-coding		YP_009502631.1	73	ECs_5451
NC_002695.2	2229127	2231064		minus	phage prohead protease		917455	protein-coding		NP_310277.1	645	ECs_2250
NC_002695.2	2231128	2232789		minus	phage terminase large subunit		917457	protein-coding		NP_310278.1	553	ECs_2251
NC_002695.2	2232786	2233349		minus	phage terminase small subunit		917470	protein-coding		NP_310279.1	187	ECs_2252
NC_002695.2	2233639	2234004		minus	DNase		917458	protein-coding		NP_310281.1	121	ECs_2254
NC_002695.2	2234046	2234273		plus	hypothetical protein		917459	protein-coding		NP_310282.1	75	ECs_2255
NC_002695.2	2234636	2235103		minus	phage endopeptidase		917460	protein-coding		NP_310284.2	155	ECs_2256
NC_002695.2	2234698	2234883		minus	lipoprotein precursor		917462	protein-coding		NP_310283.2	61	ECs_2257
NC_002695.2	2235111	2235257		minus	hypothetical protein		62675942	protein-coding		YP_009502632.1	48	ECs_5732
NC_002695.2	2235257	2235826		minus	phage antirepressor		917461	protein-coding		NP_310285.1	189	ECs_2258
NC_002695.2	2236097	2236630		minus	phage endolysin		917467	protein-coding		NP_310286.1	177	ECs_2259
NC_002695.2	2236681	2237025		minus	hypothetical protein		917463	protein-coding		NP_310287.1	114	ECs_2260
NC_002695.2	2237030	2237236		minus	holin protein		917466	protein-coding		NP_310288.1	68	ECs_2261
NC_002695.2	2237685	2239535		minus	hypothetical protein		917464	protein-coding		NP_310289.1	616	ECs_2262
NC_002695.2	2239850	2240017		minus	hypothetical protein		62675943	protein-coding		YP_009502633.1	55	ECs_5733
NC_002695.2	2240014	2240442		minus	TciA/TerB-like protein		917479	protein-coding		NP_310292.1	142	ECs_2265
NC_002695.2	2240622	2240698		minus	tRNA-Arg	argO6	62675944	tRNA				ECs_R0061
NC_002695.2	2240712	2240788		minus	tRNA-Arg	argN4	62675945	tRNA				ECs_R0062
NC_002695.2	2240796	2240871		minus	tRNA-Ile	ileZ6	62675946	tRNA				ECs_R0063
NC_002695.2	2241082	2241771		minus	phage late gene regulator Q		917138	protein-coding		NP_310294.1	229	ECs_2267
NC_002695.2	2241768	2242127		minus	phage endonuclease		912470	protein-coding		NP_310295.1	119	ECs_2268
NC_002695.2	2242140	2243189		minus	hypothetical protein		913934	protein-coding		NP_310296.1	349	ECs_2269
NC_002695.2	2243637	2243849		minus	regulatory protein MokC for HokC		62675947	protein-coding		YP_009502634.1	70	ECs_5734
NC_002695.2	2244038	2244142		minus	hypothetical protein		913195	protein-coding		NP_310298.1	34	ECs_2271
NC_002695.2	2244258	2244842		minus	hypothetical protein		912559	protein-coding		NP_310299.1	194	ECs_2272
NC_002695.2	2244899	2245294		minus	phage exclusion protein		912391	protein-coding		NP_310300.1	131	ECs_2273
NC_002695.2	2245310	2245978		minus	hypothetical protein		912704	protein-coding		NP_310301.1	222	ECs_2274
NC_002695.2	2246105	2246845		minus	phage DNA replication protein		913391	protein-coding		NP_310302.1	246	ECs_2275
NC_002695.2	2246852	2247814		minus	phage replication protein		913424	protein-coding		NP_310303.2	320	ECs_2276
NC_002695.2	2247837	2248262		minus	hypothetical protein		914073	protein-coding		NP_310304.1	141	ECs_2277
NC_002695.2	2248259	2248561		minus	phage antirepressor protein Cro		912332	protein-coding		NP_310305.1	100	ECs_2278
NC_002695.2	2248659	2249030		plus	phage repressor protein CI		912342	protein-coding		NP_310306.2	123	ECs_2279
NC_002695.2	2249051	2249242		plus	hypothetical protein		914005	protein-coding		NP_310307.2	63	ECs_2280
NC_002695.2	2249244	2249522		plus	hypothetical protein		913909	protein-coding		NP_310308.1	92	ECs_2281
NC_002695.2	2249953	2250153		minus	hypothetical protein		912398	protein-coding		NP_310309.2	66	ECs_2282
NC_002695.2	2250246	2250464		plus	hypothetical protein		912356	protein-coding		NP_310310.2	72	ECs_2283
NC_002695.2	2250468	2250632		minus	hypothetical protein		62676016	protein-coding		YP_009502635.1	54	ECs_5735
NC_002695.2	2251033	2251221		plus	cell division inhibition protein		914132	protein-coding		NP_310311.1	62	ECs_2284
NC_002695.2	2251218	2251409		plus	hypothetical protein		912445	protein-coding		NP_310312.1	63	ECs_2285
NC_002695.2	2251502	2253973		plus	exonuclease		914232	protein-coding		NP_310313.1	823	ECs_2286
NC_002695.2	2254061	2254297		plus	phage excisionase		912393	protein-coding		NP_310314.2	78	ECs_2287
NC_002695.2	2254332	2255026		plus	uncharacterized gene	intR	62676017	pseudogene				ECs_5736
NC_002695.2	2255286	2255612		minus	inner membrane protein	ynfA	914350	protein-coding		NP_310315.1	108	ECs_2288
NC_002695.2	2255747	2256088		plus	periplasmic protein	ynfB	913979	protein-coding		NP_310316.1	113	ECs_2289
NC_002695.2	2256123	2256683		plus	spermidine N(1)-acetyltransferase	speG	915270	protein-coding		NP_310317.1	186	ECs_2290
NC_002695.2	2256686	2257432		minus	lipoprotein	ynfC	912661	protein-coding		NP_310318.3	248	ECs_2291
NC_002695.2	2257504	2257809		plus	hypothetical protein	ynfD	913639	protein-coding		NP_310319.2	101	ECs_2292
NC_002695.2	2258008	2260434		plus	S- and N-oxide reductase subunit A	ynfF_2	912618	protein-coding		NP_310320.1	808	ECs_2293
NC_002695.2	2260522	2262918		plus	S- and N-oxide reductase subunit A	ynfF_3	912395	protein-coding		NP_310321.2	798	ECs_2294
NC_002695.2	2262929	2263546		plus	oxidoreductase	ynfG_2	913903	protein-coding		NP_310322.1	205	ECs_2295
NC_002695.2	2263548	2264402		plus	oxidoreductase membrane subunit	ynfH_1	914008	protein-coding		NP_310323.1	284	ECs_2296
NC_002695.2	2264445	2265059		plus	twin-arginine leader-binding protein for DmsA an d TorA	dmsD	912340	protein-coding		NP_310324.2	204	ECs_2297
NC_002695.2	2265253	2266509		plus	H(+)/Cl(-) exchange transporter	clcB	916112	protein-coding		NP_310325.2	418	ECs_2298
NC_002695.2	2266462	2267157		minus	dethiobiotin synthetase	ynfK	913895	protein-coding		NP_310326.2	231	ECs_2299
NC_002695.2	2267282	2268502		minus	transcriptional repressor	mlc	913609	protein-coding		NP_310327.1	406	ECs_2300
NC_002695.2	2268637	2269530		minus	LysR family transcriptional regulator	ynfL	913369	protein-coding		NP_310328.1	297	ECs_2301
NC_002695.2	2269637	2270890		plus	arabinose efflux transporter	ynfM	913792	protein-coding		NP_310329.1	417	ECs_2302
NC_002695.2	2271314	2271622		plus	acid shock protein		912800	protein-coding		NP_310330.2	102	ECs_2303
NC_002695.2	2271898	2272719		plus	peptidase	ydgD	913241	protein-coding		NP_310331.2	273	ECs_2304
NC_002695.2	2272758	2273087		minus	multidrug efflux system transporter	mdtI	912405	protein-coding		NP_310332.1	109	ECs_2305
NC_002695.2	2273074	2273439		minus	multidrug efflux system transporter	mdtJ	913399	protein-coding		NP_310333.1	121	ECs_2306
NC_002695.2	2273851	2274885		plus	pheromone AI-2 transporter	tqsA	913758	protein-coding		NP_310334.1	344	ECs_2307
NC_002695.2	2274910	2276298		minus	pyridine nucleotide transhydrogenase beta subunit	pntB	913582	protein-coding		NP_310335.1	462	ECs_2308
NC_002695.2	2276309	2277841		minus	pyridine nucleotide transhydrogenase alpha subunit	pntA	913908	protein-coding		NP_310336.1	510	ECs_2309
NC_002695.2	2278365	2279309		plus	hypothetical protein	ydgH	916933	protein-coding		NP_310337.1	314	ECs_2310
NC_002695.2	2279495	2280877		plus	arginine/ornithine antiporter transporter	ydgI	916935	protein-coding		NP_310338.1	460	ECs_2311
NC_002695.2	2280914	2281636		plus	dihydromonapterin reductase	folM	916931	protein-coding		NP_310339.1	240	ECs_2312
NC_002695.2	2281633	2281968		minus	GlpM family inner membrane protein	ydgC	912634	protein-coding		NP_310340.1	111	ECs_2313
NC_002695.2	2282097	2282816		plus	two-component regulatory system response regulator rstA	rstA	916930	protein-coding		NP_310341.2	239	ECs_2314
NC_002695.2	2282820	2284121		plus	two-component system sensor histidine kinase RstB	rstB	916932	protein-coding		NP_310342.2	433	ECs_2315
NC_002695.2	2284197	2285126		plus	inhibitor of replication at Ter DNA-binding protein	tus	916928	protein-coding		NP_310343.1	309	ECs_2316
NC_002695.2	2285123	2286526		minus	fumarate hydratase	fumC	913708	protein-coding		NP_310344.1	467	ECs_2317
NC_002695.2	2286669	2288315		minus	fumarate hydratase	fumA	916929	protein-coding		NP_310345.1	548	ECs_2318
NC_002695.2	2288514	2289689		plus	mannose-6-phosphate isomerase	manA	916927	protein-coding		NP_310346.1	391	ECs_2319
NC_002695.2	2289790	2291298		plus	hypothetical protein	ydgA	916939	protein-coding		NP_310347.1	502	ECs_2320
NC_002695.2	2291343	2292607		minus	uncharacterized gene	uidC	62676018	pseudogene				ECs_2321
NC_002695.2	2292646	2295122		minus	uncharacterized gene	uidB	62676019	pseudogene				ECs_2323
NC_002695.2	2295116	2295829		minus	beta-D-glucuronidase	uidA	62676020	protein-coding		NP_305057.1	237	ECs_2324
NC_002695.2	2296220	2296810		minus	transcriptional repressor	uidR	913631	protein-coding		NP_310353.1	196	ECs_2326
NC_002695.2	2297039	2297806		minus	7-alpha-hydroxysteroid dehydrogenase	hdhA	912528	protein-coding		NP_310354.1	255	ECs_2327
NC_002695.2	2297918	2298946		minus	transcriptional repressor	malI	914202	protein-coding		NP_310355.1	342	ECs_2328
NC_002695.2	2299121	2300713		plus	maltose and glucose-specific PTS enzyme IIB component and IIC component	malX	916922	protein-coding		NP_310356.1	530	ECs_2329
NC_002695.2	2300723	2301895		plus	PLP-dependent beta-cystathionase and maltose regulon regulator	malY	916923	protein-coding		NP_310357.1	390	ECs_2330
NC_002695.2	2301999	2303000		plus	adenosine deaminase	add	913624	protein-coding		NP_310358.1	333	ECs_2331
NC_002695.2	2303036	2304076		minus	oxidoreductase	ydgJ	914048	protein-coding		NP_310359.2	346	ECs_2332
NC_002695.2	2304319	2304444		plus	beta-lactam resistance membrane protein	blr	912438	protein-coding		NP_310360.1	41	ECs_2333
NC_002695.2	2304717	2304932		plus	oriC-binding nucleoid-associated protein	cnu	912671	protein-coding		NP_310361.1	71	ECs_2334
NC_002695.2	2305018	2305458		plus	inner membrane protein	ydgK	913795	protein-coding		NP_310362.2	146	ECs_2335
NC_002695.2	2305535	2306116		plus	electron transport complex subunit A	rsxA	912291	protein-coding		NP_310363.1	193	ECs_2336
NC_002695.2	2306116	2306694		plus	electron transport complex subunit B	rsxB	912556	protein-coding		NP_310364.1	192	ECs_2337
NC_002695.2	2306687	2309005		plus	electron transport complex subunit C	rsxC	913456	protein-coding		NP_310365.1	772	ECs_2338
NC_002695.2	2309006	2310064		plus	electron transport complex subunit D	rsxD	913023	protein-coding		NP_310366.1	352	ECs_2339
NC_002695.2	2310068	2310688		plus	electron transport complex subunit G	rsxG	914445	protein-coding		NP_310367.1	206	ECs_2340
NC_002695.2	2310692	2311387		plus	electron transport inner membrane NADH-quinone reductase	rsxE	913729	protein-coding		NP_310368.1	231	ECs_2341
NC_002695.2	2311387	2312022		plus	endonuclease III	nth	914029	protein-coding		NP_310369.1	211	ECs_2342
NC_002695.2	2312633	2314135		plus	dipeptide and tripeptide permease A	dtpA	912792	protein-coding		NP_310370.1	500	ECs_2343
NC_002695.2	2314241	2314846		plus	glutathione S-transferase	gst	914142	protein-coding		NP_310371.1	201	ECs_2344
NC_002695.2	2314890	2315750		minus	pyridoxamine kinase	pdxY	912303	protein-coding		NP_310372.2	286	ECs_2345
NC_002695.2	2315812	2317086		minus	tyrosyl-tRNA synthetase	tyrS	913060	protein-coding		NP_310373.1	424	ECs_2346
NC_002695.2	2317215	2317871		minus	pyridoxine 5'-phosphate oxidase	pdxH	912730	protein-coding		NP_310374.1	218	ECs_2347
NC_002695.2	2317930	2318253		minus	inhibitor of c-type lysozyme	mliC	913759	protein-coding		NP_310375.4	107	ECs_2348
NC_002695.2	2318357	2319466		minus	anhydro-N-acetylmuramic acid kinase	anmK	912430	protein-coding		NP_310376.1	369	ECs_2349
NC_002695.2	2319739	2320206		plus	outer membrane lipoprotein	slyB	912692	protein-coding		NP_310377.1	155	ECs_2350
NC_002695.2	2320253	2320687		minus	global transcriptional regulator	slyA	912735	protein-coding		NP_310378.2	144	ECs_2351
NC_002695.2	2320888	2321124		plus	membrane protein	ydhI	912804	protein-coding		NP_310379.1	78	ECs_2352
NC_002695.2	2321127	2321984		plus	membrane fusion protein of YdhJK efflux pump	ydhJ	914262	protein-coding		NP_310380.2	285	ECs_2353
NC_002695.2	2321984	2323996		plus	efflux protein	ydhK	912808	protein-coding		NP_310381.1	670	ECs_2354
NC_002695.2	2323997	2324518		minus	Cu-Zn family superoxide dismutase	sodC	914926	protein-coding		NP_310382.1	173	ECs_2355
NC_002695.2	2324707	2325495		minus	uncharacterized gene	ydhF	62676028	pseudogene				ECs_2356
NC_002695.2	2325544	2325783		minus	hypothetical protein	ydhL	912319	protein-coding		NP_310385.2	79	ECs_2357
NC_002695.2	2325886	2326485		plus	transcriptional repressor	nemR	913574	protein-coding		NP_310384.2	199	ECs_2358
NC_002695.2	2326522	2327619		plus	chromate reductase	nemA	912715	protein-coding		NP_310386.1	365	ECs_2359
NC_002695.2	2327700	2328107		plus	lactoylglutathione lyase	gloA	912789	protein-coding		NP_310387.1	135	ECs_2360
NC_002695.2	2328210	2328857		plus	ribonuclease T	rnt	914111	protein-coding		NP_310388.1	215	ECs_2361
NC_002695.2	2328950	2333566		plus	ATP-dependent helicase	lhr	914010	protein-coding		NP_310389.1	1538	ECs_2362
NC_002695.2	2333617	2333964		minus	glutaredoxin-4	grxD	912690	protein-coding		NP_310390.1	115	ECs_2363
NC_002695.2	2334299	2335114		plus	endopeptidase	mepH	912452	protein-coding		NP_310391.1	271	ECs_2364
NC_002695.2	2335242	2335823		plus	Fe-Mn family superoxide dismutase	sodB	912540	protein-coding		NP_310392.1	193	ECs_2365
NC_002695.2	2335969	2337138		minus	MFS transporter	ydhP	912314	protein-coding		NP_310393.1	389	ECs_2366
NC_002695.2	2337304	2337393		minus	hypothetical protein	ynhF	62676029	protein-coding		YP_009502636.1	29	ECs_5737
NC_002695.2	2337692	2338717		plus	transcriptional repressor	purR	912420	protein-coding		NP_310394.1	341	ECs_2367
NC_002695.2	2338714	2339646		minus	LysR family transcriptional regulator	ydhB	912285	protein-coding		NP_310395.1	310	ECs_2368
NC_002695.2	2339759	2340970		plus	arabinose efflux transporter	ydhC	914000	protein-coding		NP_310396.1	403	ECs_2369
NC_002695.2	2341261	2342409		plus	cyclopropane fatty acyl phospholipid synthase	cfa	912357	protein-coding		NP_310397.1	382	ECs_2370
NC_002695.2	2342449	2343090		minus	riboflavin synthase alpha subunit	ribC	912712	protein-coding		NP_310398.1	213	ECs_2371
NC_002695.2	2343305	2344678		plus	multidrug efflux system transporter	mdtK	912329	protein-coding		NP_310399.1	457	ECs_2372
NC_002695.2	2344719	2345975		minus	putative enzyme	ydhQ	912283	protein-coding		NP_310400.1	418	ECs_2373
NC_002695.2	2346283	2346359		plus	tRNA-Val	valV	62676030	tRNA				ECs_R0064
NC_002695.2	2346364	2346440		plus	tRNA-Val	valW	62676031	tRNA				ECs_R0065
NC_002695.2	2346548	2346853		plus	monooxygenase	ydhR	912929	protein-coding		NP_310401.1	101	ECs_2374
NC_002695.2	2346979	2348583		plus	oxidoreductase	ydhS	913681	protein-coding		NP_310402.1	534	ECs_2375
NC_002695.2	2348595	2349359		minus	hypothetical protein	ydhT	913566	protein-coding		NP_310403.2	254	ECs_2376
NC_002695.2	2349411	2350196		minus	thiosulfate reductase cytochrome B	ydhU	913750	protein-coding		NP_310404.1	261	ECs_2377
NC_002695.2	2350193	2350861		minus	oxidoreductase Fe-S subunit	ydhX	912453	protein-coding		NP_310405.2	222	ECs_2378
NC_002695.2	2350925	2351563		minus	hypothetical protein	ydhW	912520	protein-coding		NP_310406.2	212	ECs_2379
NC_002695.2	2351576	2353678		minus	oxidoreductase subunit	ydhV	912714	protein-coding		NP_310407.1	700	ECs_2380
NC_002695.2	2353699	2354325		minus	oxidoreductase	ydhY	914273	protein-coding		NP_310408.1	208	ECs_2381
NC_002695.2	2354781	2354990		minus	hypothetical protein	ydhZ	914156	protein-coding		NP_310409.1	69	ECs_2382
NC_002695.2	2355547	2356959		plus	pyruvate kinase	pykF	913595	protein-coding		NP_310410.1	470	ECs_2383
NC_002695.2	2357270	2357506		plus	murein lipoprotein	lpp	912531	protein-coding		NP_310411.1	78	ECs_2384
NC_002695.2	2357569	2358573		minus	murein L,D-transpeptidase	ldtE	913220	protein-coding		NP_310412.1	334	ECs_2385
NC_002695.2	2358722	2359138		minus	sulfur acceptor protein	sufE	912512	protein-coding		NP_310413.1	138	ECs_2386
NC_002695.2	2359151	2360371		minus	cysteine desulfurase	sufS	913796	protein-coding		NP_310414.1	406	ECs_2387
NC_002695.2	2360368	2361639		minus	component of SufBCD Fe-S cluster assembly scaffold	sufD	914034	protein-coding		NP_310415.1	423	ECs_2388
NC_002695.2	2361614	2362360		minus	SufBCD Fe-S cluster assembly scaffold protein	sufC	913187	protein-coding		NP_310416.1	248	ECs_2389
NC_002695.2	2362370	2363857		minus	component of SufBCD Fe-S cluster assembly scaffold	sufB	912410	protein-coding		NP_310417.2	495	ECs_2390
NC_002695.2	2363866	2364234		minus	Fe-S cluster assembly protein	sufA	914033	protein-coding		NP_310418.1	122	ECs_2391
NC_002695.2	2364783	2364971		minus	hypothetical protein	ydiH	914135	protein-coding		NP_310419.2	62	ECs_2392
NC_002695.2	2365071	2365481		minus	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	menI	912894	protein-coding		NP_310420.1	136	ECs_2393
NC_002695.2	2365478	2368534		minus	FAD-linked oxidoreductase	ydiJ	912417	protein-coding		NP_310421.1	1018	ECs_2394
NC_002695.2	2368923	2370035		plus	inner membrane protein	ydiK	916554	protein-coding		NP_310422.1	370	ECs_2395
NC_002695.2	2370464	2370820		plus	DNA-binding protein	ydiL	913865	protein-coding		NP_310423.2	118	ECs_2396
NC_002695.2	2370920	2372134		plus	transporter	ydiM	914046	protein-coding		NP_310424.1	404	ECs_2397
NC_002695.2	2372361	2373626		plus	MFS transporter	ydiN	912697	protein-coding		NP_310425.2	421	ECs_2398
NC_002695.2	2373638	2374504		plus	quinate/shikimate 5-dehydrogenase	ydiB	912660	protein-coding		NP_310426.1	288	ECs_2399
NC_002695.2	2374535	2375293		plus	3-dehydroquinate dehydratase	aroD	912629	protein-coding		NP_310427.1	252	ECs_2400
NC_002695.2	2375438	2377033		plus	acetoacetyl-CoA transferase beta subunit	ydiF	912561	protein-coding		NP_310428.1	531	ECs_2401
NC_002695.2	2377047	2378198		plus	acyl-CoA dehydrogenase	ydiO	914999	protein-coding		NP_310429.2	383	ECs_2402
NC_002695.2	2378241	2379152		minus	transcriptional regulator	ydiP	914907	protein-coding		NP_310430.1	303	ECs_2403
NC_002695.2	2379468	2380232		plus	electron transfer flavoprotein subunit	ydiQ	915310	protein-coding		NP_310431.1	254	ECs_2404
NC_002695.2	2380252	2381190		plus	electron transfer flavoprotein	ydiR	917031	protein-coding		NP_310432.1	312	ECs_2405
NC_002695.2	2381246	2382535		plus	oxidoreductase	ydiS_2	912361	protein-coding		NP_310433.1	429	ECs_2406
NC_002695.2	2382532	2382825		plus	3Fe-4S ferredoxin-type protein	ydiT	914182	protein-coding		NP_310434.1	97	ECs_2407
NC_002695.2	2382882	2384528		plus	short chain acyl-CoA synthetase	fadK	912954	protein-coding		NP_310435.2	548	ECs_2408
NC_002695.2	2384585	2386963		minus	phosphoenolpyruvate synthase	ppsA	912913	protein-coding		NP_310436.1	792	ECs_2409
NC_002695.2	2387296	2388129		plus	PEP synthetase regulatory protein	ppsR	914043	protein-coding		NP_310437.1	277	ECs_2410
NC_002695.2	2388286	2389332		plus	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase	aroH	912286	protein-coding		NP_310438.1	348	ECs_2411
NC_002695.2	2389464	2389655		plus	hemin uptake protein	ydiE	912284	protein-coding		NP_310439.1	63	ECs_2412
NC_002695.2	2389659	2391095		minus	hypothetical protein	ydiU	914103	protein-coding		NP_310440.1	478	ECs_2413
NC_002695.2	2391158	2391871		minus	cyclic di-GMP regulator CdgR	ydiV	913205	protein-coding		NP_310441.1	237	ECs_2414
NC_002695.2	2392118	2392582		minus	endopeptidase	nlpC	912287	protein-coding		NP_310442.1	154	ECs_2415
NC_002695.2	2392660	2393409		minus	vitamin B12 ABC transporter ATPase	btuD	915033	protein-coding		NP_310443.1	249	ECs_2416
NC_002695.2	2393409	2393960		minus	glutathione peroxidase	btuE	912713	protein-coding		NP_310444.1	183	ECs_2417
NC_002695.2	2394023	2395003		minus	vitamin B12 ABC transporter permease	btuC	912333	protein-coding		NP_310445.1	326	ECs_2418
