Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP023154.1	399317	399559		plus	hypothetical protein		41712206	protein-coding		WP_014835138.1	80	PFDSM3638_RS02020
NZ_CP023154.1	399556	401787		plus	STT3 domain-containing protein		41712207	protein-coding		WP_011011525.1	743	PFDSM3638_RS02025
NZ_CP023154.1	401784	402788		minus	mechanosensitive ion channel family protein		41712208	protein-coding		WP_011011526.1	334	PFDSM3638_RS02030
NZ_CP023154.1	402792	403415		minus	DUF432 domain-containing protein		41712209	protein-coding		WP_014835139.1	207	PFDSM3638_RS02035
NZ_CP023154.1	403469	403954		plus	hypothetical protein		41712210	protein-coding		WP_011011528.1	161	PFDSM3638_RS02040
NZ_CP023154.1	403913	405100		minus	PQQ-binding-like beta-propeller repeat protein		41712211	protein-coding		WP_011011529.1	395	PFDSM3638_RS02045
NZ_CP023154.1	405103	405918		minus	hypothetical protein		41712212	protein-coding		WP_011011530.1	271	PFDSM3638_RS02050
NZ_CP023154.1	405915	407114		minus	DUF58 domain-containing protein		41712213	protein-coding		WP_011011531.1	399	PFDSM3638_RS02055
NZ_CP023154.1	407124	408077		minus	MoxR family ATPase		41712214	protein-coding		WP_011011532.1	317	PFDSM3638_RS02060
NZ_CP023154.1	408067	409053		minus	hypothetical protein		41712215	protein-coding		WP_011011533.1	328	PFDSM3638_RS02065
NZ_CP023154.1	409035	411893		minus	transglutaminase domain-containing protein		41712216	protein-coding		WP_011011534.1	952	PFDSM3638_RS02070
NZ_CP023154.1	411949	413091		minus	formate--phosphoribosylaminoimidazolecarboxamide ligase family protein		41712217	protein-coding		WP_011011535.1	380	PFDSM3638_RS02075
NZ_CP023154.1	413103	414419		minus	phosphoribosylamine--glycine ligase	purD	41712218	protein-coding		WP_014835140.1	438	PFDSM3638_RS02080
NZ_CP023154.1	414598	414924		plus	hypothetical protein		71770844	protein-coding		WP_237718482.1	108	PFDSM3638_RS10675
NZ_CP023154.1	415053	415247		plus	hypothetical protein		71770845	protein-coding		WP_237718483.1	64	PFDSM3638_RS10680
NZ_CP023154.1	415250	416014		plus	hypothetical protein		41712220	protein-coding		WP_011011539.1	254	PFDSM3638_RS02090
NZ_CP023154.1	416076	417194		plus	5-(carboxyamino)imidazole ribonucleotide synthase		41712221	protein-coding		WP_011011540.1	372	PFDSM3638_RS02095
NZ_CP023154.1	417187	417699		plus	5-(carboxyamino)imidazole ribonucleotide mutase	purE	41712222	protein-coding		WP_011011541.1	170	PFDSM3638_RS02100
NZ_CP023154.1	417784	418233		plus	alanyl-tRNA editing protein		41712223	protein-coding		WP_011011542.1	149	PFDSM3638_RS02105
NZ_CP023154.1	418255	419736		minus	sodium/proline symporter		41712224	protein-coding		WP_011011543.1	493	PFDSM3638_RS02110
NZ_CP023154.1	419963	420599		minus	uncharacterized gene		41712225	pseudogene				PFDSM3638_RS02115
NZ_CP023154.1	420699	421988		minus	phosphoribosylglycinamide formyltransferase 2	purT	41712226	protein-coding		WP_011011545.1	429	PFDSM3638_RS02120
NZ_CP023154.1	422124	423128		plus	phosphoribosylformylglycinamidine cyclo-ligase	purM	41712227	protein-coding		WP_011011546.1	334	PFDSM3638_RS02125
NZ_CP023154.1	423152	423973		plus	HAD-IIA family hydrolase		41712228	protein-coding		WP_011011547.1	273	PFDSM3638_RS02130
NZ_CP023154.1	424320	424475		plus	hypothetical protein		41712229	protein-coding		WP_011011548.1	51	PFDSM3638_RS02135
NZ_CP023154.1	424491	424808		plus	hypothetical protein		41712230	protein-coding		WP_014835144.1	105	PFDSM3638_RS02140
NZ_CP023154.1	424914	425051		plus	hypothetical protein		54853109	protein-coding		WP_158295409.1	45	PFDSM3638_RS10560
NZ_CP023154.1	425207	425554		minus	hypothetical protein		41712231	protein-coding		WP_011011550.1	115	PFDSM3638_RS02145
NZ_CP023154.1	425555	426922		plus	ATP-binding protein		41712232	protein-coding		WP_011011551.1	455	PFDSM3638_RS02150
NZ_CP023154.1	427132	427287		plus	hypothetical protein		54853110	protein-coding		WP_158295410.1	51	PFDSM3638_RS10565
NZ_CP023154.1	427705	428679		minus	kelch repeat-containing protein		41712234	protein-coding		WP_011011552.1	324	PFDSM3638_RS02160
NZ_CP023154.1	428681	429979		minus	PKD domain-containing protein		41712235	protein-coding		WP_011011553.1	432	PFDSM3638_RS02165
NZ_CP023154.1	430022	430252		minus	hypothetical protein		41712236	protein-coding		WP_223208996.1	76	PFDSM3638_RS02170
NZ_CP023154.1	430605	430931		plus	ATP-binding protein		41712237	protein-coding		WP_011011555.1	108	PFDSM3638_RS02175
NZ_CP023154.1	431433	432569		minus	PQQ-binding-like beta-propeller repeat protein		41712238	protein-coding		WP_014835146.1	378	PFDSM3638_RS02180
NZ_CP023154.1	433586	433813		plus	hypothetical protein		41712239	protein-coding		WP_011011557.1	75	PFDSM3638_RS02185
NZ_CP023154.1	434046	439268		minus	vitamin B12-dependent ribonucleotide reductase		41712240	protein-coding		WP_011011558.1	1740	PFDSM3638_RS02190
NZ_CP023154.1	439475	440458		minus	galactose-1-phosphate uridylyltransferase	galT	41712241	protein-coding		WP_011011559.1	327	PFDSM3638_RS02195
NZ_CP023154.1	440515	441780		plus	glycoside hydrolase family 1 protein		41712242	protein-coding		WP_011011560.1	421	PFDSM3638_RS02200
NZ_CP023154.1	441769	443100		minus	MFS transporter		41712243	protein-coding		WP_011011561.1	443	PFDSM3638_RS02205
NZ_CP023154.1	443087	444181		minus	hydrolase		41712244	protein-coding		WP_011011562.1	364	PFDSM3638_RS02210
NZ_CP023154.1	444178	445236		minus	galactokinase		41712245	protein-coding		WP_011011563.1	352	PFDSM3638_RS02215
NZ_CP023154.1	445278	445844		minus	uncharacterized gene		41712246	pseudogene				PFDSM3638_RS02220
NZ_CP023154.1	445849	446550		minus	IS6-like element ISPfu2 family transposase		41712247	protein-coding		WP_011011181.1	233	PFDSM3638_RS02225
NZ_CP023154.1	446623	447069		minus	uncharacterized gene		41712248	pseudogene				PFDSM3638_RS02230
NZ_CP023154.1	447131	448009		plus	AEC family transporter		41712249	protein-coding		WP_011011566.1	292	PFDSM3638_RS02235
NZ_CP023154.1	448006	449325		minus	type I glutamate--ammonia ligase	glnA	41712250	protein-coding		WP_011011567.1	439	PFDSM3638_RS02240
NZ_CP023154.1	449484	449762		minus	hypothetical protein		41712251	protein-coding		WP_011011568.1	92	PFDSM3638_RS02245
NZ_CP023154.1	449765	450175		minus	DUF61 family protein		41712252	protein-coding		WP_011011569.1	136	PFDSM3638_RS02250
NZ_CP023154.1	450185	451768		minus	hypothetical protein		41712253	protein-coding		WP_011011570.1	527	PFDSM3638_RS02255
NZ_CP023154.1	451874	452986		plus	NAD(P)/FAD-dependent oxidoreductase		41712254	protein-coding		WP_011011571.1	370	PFDSM3638_RS02260
NZ_CP023154.1	452997	453329		plus	ASCH domain-containing protein		41712255	protein-coding		WP_011011572.1	110	PFDSM3638_RS02265
NZ_CP023154.1	453326	454825		minus	carboxypeptidase M32		41712256	protein-coding		WP_011011573.1	499	PFDSM3638_RS02270
NZ_CP023154.1	454930	455496		minus	metalloprotease		41712257	protein-coding		WP_011011574.1	188	PFDSM3638_RS02275
NZ_CP023154.1	455507	456073		minus	nicotinamide-nucleotide adenylyltransferase		41712258	protein-coding		WP_011011575.1	188	PFDSM3638_RS02280
NZ_CP023154.1	456079	456852		minus	S-adenosyl-l-methionine hydroxide adenosyltransferase family protein		41712259	protein-coding		WP_011011576.1	257	PFDSM3638_RS02285
NZ_CP023154.1	456925	458529		plus	hypothetical protein		41712260	protein-coding		WP_011011577.1	534	PFDSM3638_RS02290
NZ_CP023154.1	458545	459126		plus	tRNA (cytidine(56)-2'-O)-methyltransferase		41712261	protein-coding		WP_011011578.1	193	PFDSM3638_RS02295
NZ_CP023154.1	459074	459637		plus	archaetidylinositol phosphate synthase	pgsA	41712262	protein-coding		WP_011011579.1	187	PFDSM3638_RS02300
NZ_CP023154.1	459636	459693		plus	C/D box small nucleolar RNA		41712263	snoRNA				PFDSM3638_RS02305
NZ_CP023154.1	459684	460388		minus	TIGR02253 family HAD-type hydrolase		41712264	protein-coding		WP_014835149.1	234	PFDSM3638_RS02310
NZ_CP023154.1	460429	462390		minus	glyceraldehyde-3-phosphate:ferredoxin oxidoreductase	gor	41712265	protein-coding		WP_011011581.1	653	PFDSM3638_RS02315
NZ_CP023154.1	462440	463492		minus	glycosyltransferase family 2 protein		41712266	protein-coding		WP_011011582.1	350	PFDSM3638_RS02320
NZ_CP023154.1	463482	463772		minus	hypothetical protein		41712267	protein-coding		WP_011011583.1	96	PFDSM3638_RS02325
NZ_CP023154.1	463759	466845		minus	ATP-dependent protease LonB	lonB	41712268	protein-coding		WP_011011584.1	1028	PFDSM3638_RS02330
NZ_CP023154.1	466901	467269		plus	Mov34/MPN/PAD-1 family protein		41712269	protein-coding		WP_014835150.1	122	PFDSM3638_RS02335
NZ_CP023154.1	467266	467838		minus	ASCH domain-containing protein		41712270	protein-coding		WP_011011586.1	190	PFDSM3638_RS02340
NZ_CP023154.1	467835	468176		minus	ASCH domain-containing protein		41712271	protein-coding		WP_011011587.1	113	PFDSM3638_RS02345
NZ_CP023154.1	468250	469443		minus	A24 family peptidase C-terminal domain-containing protein		41712272	protein-coding		WP_011011588.1	397	PFDSM3638_RS02350
NZ_CP023154.1	469457	469621		minus	class III signal peptide-containing protein		41712273	protein-coding		WP_014835151.1	54	PFDSM3638_RS02355
NZ_CP023154.1	469693	470355		plus	Kae1-associated kinase Bud32		41712274	protein-coding		WP_014835152.1	220	PFDSM3638_RS02360
NZ_CP023154.1	470345	472033		minus	DNA mismatch repair protein		41712275	protein-coding		WP_011011591.1	562	PFDSM3638_RS02365
NZ_CP023154.1	472030	472860		minus	translation initiation factor IF-2		41712276	protein-coding		WP_011011592.1	276	PFDSM3638_RS02370
NZ_CP023154.1	472860	473618		minus	molybdopterin-binding protein		41712277	protein-coding		WP_011011593.1	252	PFDSM3638_RS02375
NZ_CP023154.1	473769	475151		plus	alpha-amylase		41712278	protein-coding		WP_014835153.1	460	PFDSM3638_RS02380
NZ_CP023154.1	475077	477245		minus	alpha-amylase family glycosyl hydrolase		41712279	protein-coding		WP_014835154.1	722	PFDSM3638_RS02385
NZ_CP023154.1	477319	478716		minus	hypothetical protein		41712280	protein-coding		WP_011011596.1	465	PFDSM3638_RS02390
NZ_CP023154.1	478876	479649		plus	alpha/beta hydrolase		41712281	protein-coding		WP_011011597.1	257	PFDSM3638_RS02395
NZ_CP023154.1	479800	480222		minus	translation initiation factor IF-2 subunit beta		41712282	protein-coding		WP_011011598.1	140	PFDSM3638_RS02400
NZ_CP023154.1	480265	483414		minus	ATP-binding protein		41712283	protein-coding		WP_011011599.1	1049	PFDSM3638_RS02405
NZ_CP023154.1	483416	483904		minus	hypothetical protein		41712284	protein-coding		WP_011011600.1	162	PFDSM3638_RS02410
NZ_CP023154.1	483957	484703		minus	ATP/GTP-binding protein		41712285	protein-coding		WP_011011601.1	248	PFDSM3638_RS02415
NZ_CP023154.1	484751	485488		minus	cell division ATPase MinD	minD	41712286	protein-coding		WP_011011602.1	245	PFDSM3638_RS02420
NZ_CP023154.1	485602	486456		plus	DMT family transporter		41712287	protein-coding		WP_011011603.1	284	PFDSM3638_RS02425
NZ_CP023154.1	486443	487444		minus	cell wall-binding repeat-containing protein		41712288	protein-coding		WP_011011604.1	333	PFDSM3638_RS02430
NZ_CP023154.1	487634	488011		plus	30S ribosomal protein S6e		41712289	protein-coding		WP_011011605.1	125	PFDSM3638_RS02435
NZ_CP023154.1	488399	488905		plus	hypothetical protein		41712290	protein-coding		WP_143522488.1	168	PFDSM3638_RS02440
NZ_CP023154.1	488902	489633		minus	DUF2110 family protein		41712291	protein-coding		WP_011011607.1	243	PFDSM3638_RS02445
NZ_CP023154.1	489651	490238		minus	transcription factor E	tfe	41712292	protein-coding		WP_011011608.1	195	PFDSM3638_RS02450
NZ_CP023154.1	490355	490636		minus	hypothetical protein		41712293	protein-coding		WP_011011609.1	93	PFDSM3638_RS02455
NZ_CP023154.1	490741	490818		plus	tRNA-Lys		41712294	tRNA				PFDSM3638_RS02460
NZ_CP023154.1	490877	492856		plus	DUF460 domain-containing protein		41712295	protein-coding		WP_011011610.1	659	PFDSM3638_RS02465
NZ_CP023154.1	492853	496035		plus	DNA topoisomerase I	topA	41712296	protein-coding		WP_011011611.1	1060	PFDSM3638_RS02470
NZ_CP023154.1	496119	499763		plus	reverse gyrase	rgy	41712297	protein-coding		WP_011011612.1	1214	PFDSM3638_RS02475
NZ_CP023154.1	499976	500770		plus	HTH-type transcriptional regulator TrmBL2	trmBL2	41712298	protein-coding		WP_011011613.1	264	PFDSM3638_RS02480
NZ_CP023154.1	500875	501087		minus	ArsR family transcriptional regulator		41712299	protein-coding		WP_011011614.1	70	PFDSM3638_RS02485
NZ_CP023154.1	501084	501401		minus	Sjogren's syndrome/scleroderma autoantigen 1 family protein		41712300	protein-coding		WP_011011615.1	105	PFDSM3638_RS02490
NZ_CP023154.1	501398	502111		minus	arginase family protein		41712301	protein-coding		WP_011011616.1	237	PFDSM3638_RS02495
NZ_CP023154.1	502116	502952		minus	class I SAM-dependent methyltransferase family protein		41712302	protein-coding		WP_011011617.1	278	PFDSM3638_RS02500
NZ_CP023154.1	502921	503475		minus	NTPase		41712303	protein-coding		WP_011011618.1	184	PFDSM3638_RS02505
NZ_CP023154.1	503506	504222		minus	ABC transporter ATP-binding protein		41712304	protein-coding		WP_011011619.1	238	PFDSM3638_RS02510
NZ_CP023154.1	504215	505210		minus	iron ABC transporter permease		41712305	protein-coding		WP_011011620.1	331	PFDSM3638_RS02515
NZ_CP023154.1	505240	507690		minus	tRNA(Met) cytidine acetyltransferase TmcA		41712306	protein-coding		WP_011011621.1	816	PFDSM3638_RS02520
NZ_CP023154.1	507730	508278		minus	helix-turn-helix domain-containing protein		41712307	protein-coding		WP_011011622.1	182	PFDSM3638_RS02525
NZ_CP023154.1	508388	508570		plus	class III signal peptide-containing protein		41712308	protein-coding		WP_014835156.1	60	PFDSM3638_RS02530
NZ_CP023154.1	508657	508851		plus	hypothetical protein		41712309	protein-coding		WP_014835157.1	64	PFDSM3638_RS02535
NZ_CP023154.1	508841	510868		minus	glycosyltransferase family 39 protein		41712310	protein-coding		WP_011011625.1	675	PFDSM3638_RS02540
NZ_CP023154.1	510874	512976		minus	DUF6541 family protein		41712311	protein-coding		WP_014835158.1	700	PFDSM3638_RS02545
NZ_CP023154.1	512973	513263		minus	MazG nucleotide pyrophosphohydrolase domain-containing protein		41712312	protein-coding		WP_011011627.1	96	PFDSM3638_RS02550
NZ_CP023154.1	513260	514078		minus	DNA-3-methyladenine glycosylase		41712313	protein-coding		WP_011011628.1	272	PFDSM3638_RS02555
NZ_CP023154.1	514204	514728		plus	multiprotein bridging factor aMBF1		41712314	protein-coding		WP_011011629.1	174	PFDSM3638_RS02560
NZ_CP023154.1	514729	516108		minus	acetyl ornithine aminotransferase family protein		41712315	protein-coding		WP_011011630.1	459	PFDSM3638_RS02565
NZ_CP023154.1	516167	517720		minus	sodium:alanine symporter family protein		41712316	protein-coding		WP_014835159.1	517	PFDSM3638_RS02570
NZ_CP023154.1	517857	518660		plus	DUF4129 domain-containing protein		41712317	protein-coding		WP_011011632.1	267	PFDSM3638_RS02575
NZ_CP023154.1	518650	519069		plus	hypothetical protein		41712318	protein-coding		WP_011011633.1	139	PFDSM3638_RS02580
NZ_CP023154.1	519056	520000		plus	MoxR family ATPase		41712319	protein-coding		WP_011011634.1	314	PFDSM3638_RS02585
NZ_CP023154.1	520011	521234		plus	DUF58 domain-containing protein		41712320	protein-coding		WP_011011635.1	407	PFDSM3638_RS02590
NZ_CP023154.1	521228	521641		plus	hypothetical protein		41712321	protein-coding		WP_011011636.1	137	PFDSM3638_RS02595
NZ_CP023154.1	521634	522824		minus	MFS transporter		41712322	protein-coding		WP_011011637.1	396	PFDSM3638_RS02600
NZ_CP023154.1	522835	523095		minus	TMEM165/GDT1 family protein		41712323	protein-coding		WP_011011638.1	86	PFDSM3638_RS02605
NZ_CP023154.1	523106	524278		minus	pyridoxal phosphate-dependent aminotransferase		41712324	protein-coding		WP_011011639.1	390	PFDSM3638_RS02610
NZ_CP023154.1	524440	524868		minus	KEOPS complex subunit Cgi121	cgi121	41712325	protein-coding		WP_011011640.1	142	PFDSM3638_RS02615
NZ_CP023154.1	525072	525260		plus	type II toxin-antitoxin system ParD family antitoxin		41712326	protein-coding		WP_048059034.1	62	PFDSM3638_RS02620
NZ_CP023154.1	525279	526505		plus	cell division protein FtsZ	ftsZ	41712327	protein-coding		WP_011011642.1	408	PFDSM3638_RS02625
NZ_CP023154.1	526552	527328		plus	ParA family protein		41712328	protein-coding		WP_011011643.1	258	PFDSM3638_RS02630
NZ_CP023154.1	527309	527650		plus	hypothetical protein		41712329	protein-coding		WP_011011644.1	113	PFDSM3638_RS02635
NZ_CP023154.1	527630	528439		minus	ABC transporter ATP-binding protein		41712330	protein-coding		WP_011011645.1	269	PFDSM3638_RS02640
NZ_CP023154.1	528436	529089		minus	energy-coupling factor transporter transmembrane component T		41712331	protein-coding		WP_011011646.1	217	PFDSM3638_RS02645
NZ_CP023154.1	529092	529343		minus	PDGLE domain-containing protein		41712332	protein-coding		WP_011011647.1	83	PFDSM3638_RS02650
NZ_CP023154.1	529340	529954		minus	energy-coupling factor ABC transporter permease		41712333	protein-coding		WP_011011648.1	204	PFDSM3638_RS02655
NZ_CP023154.1	530130	531503		plus	acetate--CoA ligase I subunit alpha	acdAII	41712334	protein-coding		WP_011011649.1	457	PFDSM3638_RS02660
NZ_CP023154.1	531496	533436		plus	indolepyruvate ferredoxin oxidoreductase subunit alpha	iorA	41712335	protein-coding		WP_011011650.1	646	PFDSM3638_RS02665
NZ_CP023154.1	533439	534047		plus	indolepyruvate oxidoreductase subunit beta		41712336	protein-coding		WP_048192917.1	202	PFDSM3638_RS02670
NZ_CP023154.1	534137	534565		minus	Tfx family DNA-binding protein		41712337	protein-coding		WP_011011652.1	142	PFDSM3638_RS02675
NZ_CP023154.1	534610	534665		minus	C/D box small nucleolar RNA		41712338	snoRNA				PFDSM3638_RS02680
NZ_CP023154.1	534837	535538		minus	IS6-like element ISPfu5 family transposase		41712339	protein-coding		WP_011011653.1	233	PFDSM3638_RS02685
NZ_CP023154.1	535964	538276		minus	Piwi domain-containing protein		41712340	protein-coding		WP_011011654.1	770	PFDSM3638_RS02690
NZ_CP023154.1	538447	538524		minus	tRNA-Arg		41712341	tRNA				PFDSM3638_RS02695
NZ_CP023154.1	539156	540592		minus	hypothetical protein		41712342	protein-coding		WP_011011655.1	478	PFDSM3638_RS02700
NZ_CP023154.1	540699	541570		plus	IS982-like element ISPfu3 family transposase		41712343	protein-coding		WP_011011657.1	290	PFDSM3638_RS02705
NZ_CP023154.1	541715	542449		plus	FAD-dependent thymidylate synthase	thyX	41712344	protein-coding		WP_011011658.1	244	PFDSM3638_RS02710
NZ_CP023154.1	542650	543537		plus	type II methionyl aminopeptidase	map	41712345	protein-coding		WP_011011659.1	295	PFDSM3638_RS02715
NZ_CP023154.1	543579	543665		plus	tRNA-Ser		41712346	tRNA				PFDSM3638_RS02720
NZ_CP023154.1	543694	544899		plus	gephyrin-like molybdotransferase Glp	glp	41712347	protein-coding		WP_011011660.1	401	PFDSM3638_RS02725
NZ_CP023154.1	544911	545183		plus	ubiquitin-like small modifier protein 1		41712348	protein-coding		WP_011011661.1	90	PFDSM3638_RS02730
NZ_CP023154.1	545180	545581		minus	secondary thiamine-phosphate synthase enzyme YjbQ		41712349	protein-coding		WP_011011662.1	133	PFDSM3638_RS02735
NZ_CP023154.1	545574	545867		minus	hypothetical protein		41712350	protein-coding		WP_011011663.1	97	PFDSM3638_RS02740
NZ_CP023154.1	545827	547119		minus	hypothetical protein		41712351	protein-coding		WP_011011664.1	430	PFDSM3638_RS02745
NZ_CP023154.1	547339	548685		minus	cyclic 2,3-diphosphoglycerate synthase		41712352	protein-coding		WP_011011665.1	448	PFDSM3638_RS02750
NZ_CP023154.1	548926	549153		plus	HypC/HybG/HupF family hydrogenase formation chaperone		41712353	protein-coding		WP_011011666.1	75	PFDSM3638_RS02755
NZ_CP023154.1	549154	550257		plus	hydrogenase formation protein HypD	hypD	41712354	protein-coding		WP_011011667.1	367	PFDSM3638_RS02760
NZ_CP023154.1	550306	551004		plus	SagB/ThcOx family dehydrogenase		41712355	protein-coding		WP_014835164.1	232	PFDSM3638_RS02765
NZ_CP023154.1	551008	551187		plus	hypothetical protein		41712356	protein-coding		WP_011011669.1	59	PFDSM3638_RS02770
NZ_CP023154.1	551189	552292		minus	ACR3 family arsenite efflux transporter	arsB	41712357	protein-coding		WP_014835165.1	367	PFDSM3638_RS02775
NZ_CP023154.1	552433	552882		plus	arsenate reductase ArsC		41712358	protein-coding		WP_011011671.1	149	PFDSM3638_RS02780
NZ_CP023154.1	553169	554158		plus	Gfo/Idh/MocA family oxidoreductase		41712359	protein-coding		WP_011011672.1	329	PFDSM3638_RS02785
NZ_CP023154.1	554217	555167		minus	DUF5010 domain-containing protein		41712360	protein-coding		WP_048059037.1	316	PFDSM3638_RS02790
NZ_CP023154.1	555186	555815		minus	hypothetical protein		41712361	protein-coding		WP_143522489.1	209	PFDSM3638_RS02795
NZ_CP023154.1	555949	556731		minus	SDR family oxidoreductase		41712362	protein-coding		WP_011011675.1	260	PFDSM3638_RS02800
NZ_CP023154.1	556918	557805		plus	cation diffusion facilitator family transporter		41712363	protein-coding		WP_011011676.1	295	PFDSM3638_RS02805
NZ_CP023154.1	557896	560217		plus	carbamoyltransferase HypF	hypF	41712364	protein-coding		WP_014835167.1	773	PFDSM3638_RS02810
NZ_CP023154.1	560248	561150		minus	hypothetical protein		41712365	protein-coding		WP_011011678.1	300	PFDSM3638_RS02815
NZ_CP023154.1	561253	561756		plus	hypothetical protein		41712366	protein-coding		WP_011011679.1	167	PFDSM3638_RS02820
NZ_CP023154.1	561813	562514		plus	IS6-like element ISPfu1 family transposase		41712367	protein-coding		WP_014835575.1	233	PFDSM3638_RS02825
NZ_CP023154.1	562522	563487		plus	hypothetical protein		41712368	protein-coding		WP_011011681.1	321	PFDSM3638_RS02830
NZ_CP023154.1	563489	563546		minus	C/D box small nucleolar RNA		41712369	snoRNA				PFDSM3638_RS02835
NZ_CP023154.1	563546	566368		minus	DEAD/DEAH box helicase		41712370	protein-coding		WP_011011682.1	940	PFDSM3638_RS02840
NZ_CP023154.1	566365	566793		minus	hypothetical protein		41712371	protein-coding		WP_011011683.1	142	PFDSM3638_RS02845
NZ_CP023154.1	566793	570110		minus	ATP-binding protein		41712372	protein-coding		WP_011011684.1	1105	PFDSM3638_RS02850
NZ_CP023154.1	570107	572689		minus	DUF1156 domain-containing protein		41712373	protein-coding		WP_014835168.1	860	PFDSM3638_RS02855
NZ_CP023154.1	572682	573098		minus	DUF1156 domain-containing protein		71770846	protein-coding		WP_014835169.1	138	PFDSM3638_RS10685
NZ_CP023154.1	573158	573583		plus	DUF365 domain-containing protein		41712374	protein-coding		WP_011011687.1	141	PFDSM3638_RS02860
NZ_CP023154.1	573564	573980		minus	hypothetical protein		71770847	protein-coding		WP_011011688.1	138	PFDSM3638_RS10690
NZ_CP023154.1	574007	574723		minus	hypothetical protein		71770848	protein-coding		WP_223209002.1	238	PFDSM3638_RS10695
NZ_CP023154.1	574837	576804		plus	IGHMBP2 family helicase		41712376	protein-coding		WP_014835170.1	655	PFDSM3638_RS02870
NZ_CP023154.1	576881	577108		plus	AbrB/MazE/SpoVT family DNA-binding domain-containing protein		41712377	protein-coding		WP_011011691.1	75	PFDSM3638_RS02875
NZ_CP023154.1	577096	577497		plus	PIN domain-containing protein		41712378	protein-coding		WP_011011692.1	133	PFDSM3638_RS02880
NZ_CP023154.1	577644	577787		minus	type I restriction endonuclease		71770849	protein-coding		WP_081420794.1	47	PFDSM3638_RS10700
NZ_CP023154.1	577956	578294		minus	PIN domain-containing protein		41712380	protein-coding		WP_011011693.1	112	PFDSM3638_RS02890
NZ_CP023154.1	578281	578473		minus	uncharacterized gene		41712381	pseudogene				PFDSM3638_RS02895
NZ_CP023154.1	578584	579435		plus	ABC transporter ATP-binding protein		41712382	protein-coding		WP_011011695.1	283	PFDSM3638_RS02900
NZ_CP023154.1	579432	580133		plus	hypothetical protein		41712383	protein-coding		WP_011011696.1	233	PFDSM3638_RS02905
NZ_CP023154.1	580130	580822		plus	permease		41712384	protein-coding		WP_011011697.1	230	PFDSM3638_RS02910
NZ_CP023154.1	581083	582084		plus	hypothetical protein		41712385	protein-coding		WP_011011698.1	333	PFDSM3638_RS02915
NZ_CP023154.1	582317	583639		minus	hypothetical protein		41712386	protein-coding		WP_011011699.1	440	PFDSM3638_RS02920
NZ_CP023154.1	583747	584511		minus	ABC transporter permease		41712387	protein-coding		WP_011011700.1	254	PFDSM3638_RS02925
NZ_CP023154.1	584508	585473		minus	ATP-binding cassette domain-containing protein		41712388	protein-coding		WP_011011701.1	321	PFDSM3638_RS02930
NZ_CP023154.1	585442	585927		minus	PadR family transcriptional regulator		41712389	protein-coding		WP_011011702.1	161	PFDSM3638_RS02935
NZ_CP023154.1	585992	587299		minus	ATP-binding protein		41712390	protein-coding		WP_011011703.1	435	PFDSM3638_RS02940
NZ_CP023154.1	587913	588302		plus	hypothetical protein		41712391	protein-coding		WP_149586324.1	129	PFDSM3638_RS02945
NZ_CP023154.1	588295	588909		plus	hypothetical protein		41712392	protein-coding		WP_011011705.1	204	PFDSM3638_RS02950
NZ_CP023154.1	589090	590457		minus	phosphoglucosamine mutase	glmM	41712393	protein-coding		WP_011011707.1	455	PFDSM3638_RS02955
NZ_CP023154.1	590498	591883		minus	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase		41712394	protein-coding		WP_011011708.1	461	PFDSM3638_RS02960
NZ_CP023154.1	591897	592625		minus	mannosyl-3-phosphoglycerate phosphatase	mpgP	41712395	protein-coding		WP_014835172.1	242	PFDSM3638_RS02965
NZ_CP023154.1	592622	593806		minus	mannosyl-3-phosphoglycerate synthase	mpgS	41712396	protein-coding		WP_011011710.1	394	PFDSM3638_RS02970
NZ_CP023154.1	593848	596451		minus	DEAD/DEAH box helicase		41712397	protein-coding		WP_014835173.1	867	PFDSM3638_RS02975
NZ_CP023154.1	596448	597380		minus	MBL fold metallo-hydrolase		41712398	protein-coding		WP_011011712.1	310	PFDSM3638_RS02980
NZ_CP023154.1	597439	598386		minus	ornithine carbamoyltransferase	argF	41712399	protein-coding		WP_011011713.1	315	PFDSM3638_RS02985
NZ_CP023154.1	598487	599296		minus	diphthine synthase	dph5	41712400	protein-coding		WP_011011714.1	269	PFDSM3638_RS02990
NZ_CP023154.1	599296	600123		minus	MBL fold metallo-hydrolase		41712401	protein-coding		WP_014835174.1	275	PFDSM3638_RS02995
NZ_CP023154.1	600172	601320		plus	amidohydrolase		41712402	protein-coding		WP_014835175.1	382	PFDSM3638_RS03000
NZ_CP023154.1	601310	601768		minus	aspartate carbamoyltransferase regulatory subunit	pyrI	41712403	protein-coding		WP_011011717.1	152	PFDSM3638_RS03005
NZ_CP023154.1	601769	602695		minus	aspartate carbamoyltransferase	pyrB	41712404	protein-coding		WP_011011718.1	308	PFDSM3638_RS03010
NZ_CP023154.1	602787	603845		plus	CGP-CTERM-anchored Cys-rich protein		41712405	protein-coding		WP_014835176.1	352	PFDSM3638_RS03015
NZ_CP023154.1	603842	604729		plus	thiamine-phosphate synthase family protein		41712406	protein-coding		WP_011011720.1	295	PFDSM3638_RS03020
NZ_CP023154.1	604765	605283		plus	flavin reductase family protein		41712407	protein-coding		WP_011011721.1	172	PFDSM3638_RS03025
