Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NT_033777.3	25381065	25382781	3R	minus	astrocytic leucine-rich repeat molecule	alrm	43074	protein-coding	NM_143136.4	NP_651393.1	471	Dmel_CG11910
NT_033777.3	25383700	25384623	3R	plus	uncharacterized protein	CG31437	318735	protein-coding	NM_170226.3	NP_733105.1	265	Dmel_CG31437
NT_033777.3	25397788	25400645	3R	minus	Mucin 96D	Muc96D	318737	protein-coding	NM_170227.3	NP_733106.2	881	Dmel_CG31439
NT_033777.3	25473490	25475756	3R	plus	Vacuolar protein sorting 33B	Vps33B	43077	protein-coding	NM_143138.3	NP_651395.1	640	Dmel_CG5127
NT_033777.3	25475636	25476915	3R	minus	uncharacterized protein	CG4553	43078	protein-coding	NM_143139.2	NP_651396.1	363	Dmel_CG4553
NT_033777.3	25477003	25477745	3R	plus	Mediator complex subunit 28	MED28	43079	protein-coding	NM_143140.1	NP_651397.1	189	Dmel_CG5121
NT_033777.3	25477868	25482834	3R	minus	XNP, isoform B	XNP	43080	protein-coding	NM_143141.4	NP_651398.1	1311	Dmel_CG4548
NT_033777.3	25483098	25485855	3R	plus	uncharacterized protein, isoform A	CG5116	43081	protein-coding	NM_143142.4	NP_651399.2	526	Dmel_CG5116
NT_033777.3	25483098	25485481	3R	plus	uncharacterized protein	CG42488	8674037	protein-coding	NM_001170258.3	NP_001163729.1	103	Dmel_CG42488
NT_033777.3	25485618	25490936	3R	minus	Glyceronephosphate O-acyltransferase	Gnpat	53586	protein-coding	NM_080271.4	NP_525010.1	724	Dmel_CG4625
NT_033777.3	25491285	25493262	3R	minus	antisense RNA:CR44179	asRNA:CR44179	14462519	antisense_RNA	NR_074059.2			Dmel_CR44179
NT_033777.3	25491460	25493262	3R	plus	uncharacterized protein	CG5112	43083	protein-coding	NM_143143.3	NP_651400.1	523	Dmel_CG5112
NT_033777.3	25493481	25495161	3R	minus	uncharacterized protein, isoform A	CG33494	2768686	protein-coding	NM_206572.2	NP_996295.1	86	Dmel_CG33494
NT_033777.3	25496078	25496478	3R	minus	long non-coding RNA:CR44948	lncRNA:CR44948	19836210	lncRNA	NR_125249.1			Dmel_CR44948
NT_033777.3	25501827	25502577	3R	minus	long non-coding RNA:CR43456	lncRNA:CR43456	12798259	lncRNA	NR_048482.1			Dmel_CR43456
NT_033777.3	25502785	25503221	3R	plus	long non-coding RNA:CR43457	lncRNA:CR43457	12798260	lncRNA	NR_048483.1			Dmel_CR43457
NT_033777.3	25503378	25504478	3R	plus	long non-coding RNA:CR45651	lncRNA:CR45651	19836136	lncRNA	NR_125251.1			Dmel_CR45651
NT_033777.3	25505191	25505931	3R	plus	uncharacterized protein	CG5107	43084	protein-coding	NM_143144.4	NP_651401.1	213	Dmel_CG5107
NT_033777.3	25506275	25508279	3R	plus	uncharacterized protein	CG5111	43085	protein-coding	NM_143145.1	NP_651402.1	614	Dmel_CG5111
NT_033777.3	25516118	25608423	3R	plus	musashi	msi	43087	protein-coding	NM_079838.4	NP_524577.1	606	Dmel_CG5099
NT_033777.3	25553703	25554335	3R	minus	long non-coding RNA:CR46100	lncRNA:CR46100	26067417	lncRNA	NR_133450.1			Dmel_CR46100
NT_033777.3	25581223	25583179	3R	minus	uncharacterized protein	CG4582	43086	protein-coding	NM_143146.2	NP_651403.1	432	Dmel_CG4582
NT_033777.3	25586442	25589179	3R	minus	long non-coding RNA:CR45910	lncRNA:CR45910	26067238	lncRNA	NR_133451.1			Dmel_CR45910
NT_033777.3	25588859	25588958	3R	minus	mir-1000 stem loop	mir-1000	12798261	miRNA	NR_048484.1			Dmel_CR43026
NT_033777.3	25591502	25609127	3R	minus	yellow-emperor	ymp	43088	protein-coding	NM_143147.3	NP_651404.1	139	Dmel_CG12250
NT_033777.3	25611013	25624662	3R	minus	Nuclear protein localization 4	Npl4	43091	protein-coding	NM_143150.4	NP_651407.3	652	Dmel_CG4673
NT_033777.3	25613666	25614451	3R	plus	uncharacterized protein	CG5079	43089	protein-coding	NM_143148.2	NP_651405.1	148	Dmel_CG5079
NT_033777.3	25618414	25621838	3R	plus	uncharacterized protein, isoform B	CG5071	43090	protein-coding	NM_143149.2	NP_651406.1	680	Dmel_CG5071
NT_033777.3	25624805	25626924	3R	minus	Succinic semialdehyde dehydrogenase	Ssadh	43092	protein-coding	NM_143151.3	NP_651408.1	509	Dmel_CG4685
NT_033777.3	25637843	25651874	3R	plus	jing interacting gene regulatory 1	jigr1	43093	protein-coding	NM_143152.4	NP_651409.1	336	Dmel_CG17383
NT_033777.3	25646506	25646600	3R	plus	mir-92a stem loop	mir-92a	12798262	miRNA	NR_048486.1			Dmel_CR42955
NT_033777.3	25650572	25651557	3R	plus	long non-coding RNA:CR45917	lncRNA:CR45917	26067245	lncRNA	NR_133452.1			Dmel_CR45917
NT_033777.3	25651398	25651497	3R	plus	mir-92b stem loop	mir-92b	12798263	miRNA	NR_048488.1			Dmel_CR42916
NT_033777.3	25653091	25661286	3R	minus	tankyrase	Tnks	43095	protein-coding	NM_143153.3	NP_651410.1	1181	Dmel_CG4719
NT_033777.3	25657393	25658274	3R	plus	antisense RNA:CR46101	asRNA:CR46101	26067418	antisense_RNA	NR_133453.1			Dmel_CR46101
NT_033777.3	25661712	25662663	3R	minus	antisense RNA:CR45208	asRNA:CR45208	19834985	antisense_RNA	NR_125252.1			Dmel_CR45208
NT_033777.3	25661795	25665640	3R	plus	Ras association domain family member 8	RASSF8	43096	protein-coding	NM_143154.4	NP_651411.1	607	Dmel_CG5053
NT_033777.3	25665809	25677214	3R	plus	Leucine-rich repeat-containing G protein-coupled receptor 3	Lgr3	43098	protein-coding	NM_170236.2	NP_733115.1	765	Dmel_CG31096
NT_033777.3	25675777	25676778	3R	minus	long non-coding RNA:CR45225	lncRNA:CR45225	19835107	lncRNA	NR_125253.1			Dmel_CR45225
NT_033777.3	25677072	25678682	3R	minus	uncharacterized protein, isoform A	CG4730	43099	protein-coding	NM_143156.4	NP_651413.1	392	Dmel_CG4730
NT_033777.3	25678683	25679529	3R	plus	uncharacterized protein	CG5039	43100	protein-coding	NM_143157.3	NP_651414.1	111	Dmel_CG5039
NT_033777.3	25679242	25680550	3R	minus	uncharacterized protein	CG4743	43101	protein-coding	NM_143158.2	NP_651415.1	297	Dmel_CG4743
NT_033777.3	25680845	25683780	3R	plus	Isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma	Idh3g	43102	protein-coding	NM_143159.3	NP_651416.1	402	Dmel_CG5028
NT_033777.3	25683623	25685051	3R	minus	Ribosomal protein L27	RpL27	43103	protein-coding	NM_143160.2	NP_651417.1	135	Dmel_CG4759
NT_033777.3	25685236	25687370	3R	minus	Cardiolipin synthase	CLS	43104	protein-coding	NM_143161.2	NP_651418.1	322	Dmel_CG4774
NT_033777.3	25698727	25740465	3R	minus	Lipophorin receptor 2	LpR2	43105	protein-coding	NM_170239.4	NP_733118.3	1028	Dmel_CG31092
NT_033777.3	25738027	25738689	3R	plus	long non-coding RNA:CR46102	lncRNA:CR46102	26067419	lncRNA	NR_133454.1			Dmel_CR46102
NT_033777.3	25741348	25763105	3R	minus	Lipophorin receptor 1	LpR1	2768687	protein-coding	NM_170240.3	NP_733119.2	889	Dmel_CG31094
NT_033777.3	25773334	25775369	3R	minus	uncharacterized protein	CG17197	43111	protein-coding	NM_143168.4	NP_651425.2	290	Dmel_CG17197
NT_033777.3	25773334	25775369	3R	minus	uncharacterized protein, isoform A	CG17198	43110	protein-coding	NM_143167.2	NP_651424.3	299	Dmel_CG17198
NT_033777.3	25775288	25776237	3R	minus	uncharacterized protein, isoform A	CG17196	43112	protein-coding	NM_143169.3	NP_651426.1	276	Dmel_CG17196
NT_033777.3	25776276	25777198	3R	minus	uncharacterized protein	CG17195	43113	protein-coding	NM_143170.2	NP_651427.2	283	Dmel_CG17195
NT_033777.3	25777268	25778305	3R	minus	uncharacterized protein	CG4956	43114	protein-coding	NM_143171.2	NP_651428.2	302	Dmel_CG4956
NT_033777.3	25786329	25787298	3R	minus	uncharacterized protein, isoform A	CG4960	43115	protein-coding	NM_143172.2	NP_651429.1	174	Dmel_CG4960
NT_033777.3	25787997	25789455	3R	minus	uncharacterized protein	CG31380	318701	protein-coding	NM_170242.2	NP_733121.1	405	Dmel_CG31380
NT_033777.3	25789819	25790471	3R	minus	uncharacterized protein	CG31093	43116	protein-coding	NM_170243.1	NP_733122.1	145	Dmel_CG31093
NT_033777.3	25791642	25792384	3R	minus	long non-coding RNA:CR43631	lncRNA:CR43631	12798264	lncRNA	NR_048490.1			Dmel_CR43631
NT_033777.3	25792600	25793303	3R	minus	long non-coding RNA:CR43632	lncRNA:CR43632	12798265	lncRNA	NR_048491.1			Dmel_CR43632
NT_033777.3	25794066	25794421	3R	minus	long non-coding RNA:CR43633	lncRNA:CR43633	12798266	lncRNA	NR_048492.1			Dmel_CR43633
NT_033777.3	25794848	25795186	3R	plus	long non-coding RNA:CR43634	lncRNA:CR43634	12798267	lncRNA	NR_048493.1			Dmel_CR43634
NT_033777.3	25796591	25797778	3R	minus	long non-coding RNA:CR43847	lncRNA:CR43847	14462520	lncRNA	NR_074060.1			Dmel_CR43847
NT_033777.3	25806445	25806961	3R	plus	BG642167	BG642167	4379865	protein-coding	NM_001043293.3	NP_001036758.1	106	Dmel_CG34103
NT_033777.3	25808044	25808679	3R	plus	long non-coding RNA:CR45652	lncRNA:CR45652	19835144	lncRNA	NR_125254.1			Dmel_CR45652
NT_033777.3	25811096	25811775	3R	plus	uncharacterized protein, isoform A	CG5024	43117	protein-coding	NM_143174.2	NP_651431.1	165	Dmel_CG5024
NT_033777.3	25811911	25813134	3R	plus	Androcam	Acam	44913	protein-coding	NM_057640.3	NP_476988.1	148	Dmel_CG17769
NT_033777.3	25811911	25813134	3R	plus	uncharacterized protein	CG17770	43118	protein-coding	NM_143175.2	NP_651432.1	164	Dmel_CG17770
NT_033777.3	25815479	25816574	3R	plus	uncharacterized protein	CG14354	43120	protein-coding	NM_143176.2	NP_651433.1	298	Dmel_CG14354
NT_033777.3	25823706	25825211	3R	minus	long non-coding RNA:CR44949	lncRNA:CR44949	19834785	lncRNA	NR_125255.1			Dmel_CR44949
NT_033777.3	25829321	25829698	3R	minus	Male-specific transcript 57Dc	Mst57Dc	43121	protein-coding	NM_079774.4	NP_524498.2	76	Dmel_CG4986
NT_033777.3	25830061	25830228	3R	minus	Seminal fluid protein 96F	Sfp96F	8673987	protein-coding	NM_001170267.2	NP_001163738.1	33	Dmel_CG42609
NT_033777.3	25830720	25830914	3R	minus	Male-specific RNA 57Db	Mst57Db	43122	protein-coding	NM_079775.5	NP_524499.2	40	Dmel_CG5016
NT_033777.3	25831575	25831899	3R	minus	Male-specific RNA 57Da	Mst57Da	47954	protein-coding	NM_080167.4	NP_524906.1	75	Dmel_CG9074
NT_033777.3	25832230	25842878	3R	plus	alpha1,4-galactosyltransferase 2	alpha4GT2	43124	protein-coding	NM_143177.4	NP_651434.3	395	Dmel_CG5878
NT_033777.3	25843918	25844378	3R	plus	long non-coding RNA:CR45653	lncRNA:CR45653	19835024	lncRNA	NR_125256.1			Dmel_CR45653
NT_033777.3	25845678	25846318	3R	plus	long non-coding RNA:CR45654	lncRNA:CR45654	19835423	lncRNA	NR_125257.1			Dmel_CR45654
NT_033777.3	25846778	25847078	3R	plus	long non-coding RNA:CR45655	lncRNA:CR45655	19835936	lncRNA	NR_125258.1			Dmel_CR45655
NT_033777.3	25847239	25847638	3R	minus	long non-coding RNA:CR45656	lncRNA:CR45656	19834992	lncRNA	NR_125259.1			Dmel_CR45656
NT_033777.3	25848098	25848454	3R	plus	long non-coding RNA:CR45657	lncRNA:CR45657	19835495	lncRNA	NR_125260.1			Dmel_CR45657
NT_033777.3	25850410	25851291	3R	minus	uncharacterized protein	CG14545	50075	protein-coding	NM_143997.3	NP_652254.3	144	Dmel_CG14545
NT_033777.3	25851632	25853989	3R	plus	uncharacterized protein	CG5886	43125	protein-coding	NM_143178.2	NP_651435.1	515	Dmel_CG5886
NT_033777.3	25856154	25872670	3R	plus	uncharacterized protein, isoform C	CG5890	43126	protein-coding	NM_001170268.2	NP_001163739.2	206	Dmel_CG5890
NT_033777.3	25872900	25881427	3R	minus	Tetraspanin 96F	Tsp96F	43127	protein-coding	NM_079776.3	NP_524500.1	268	Dmel_CG6120
NT_033777.3	25881984	25888230	3R	plus	Signal peptide peptidase-like	SppL	43128	protein-coding	NM_143180.2	NP_651437.1	417	Dmel_CG17370
NT_033777.3	25888542	25893270	3R	plus	Lnk, isoform B	Lnk	43130	protein-coding	NM_143181.3	NP_651438.1	723	Dmel_CG17367
NT_033777.3	25893495	25895026	3R	plus	uncharacterized protein	CG5913	43132	protein-coding	NM_143182.4	NP_651439.2	454	Dmel_CG5913
NT_033777.3	25895822	25897174	3R	plus	Sodesque	Sodq	43133	protein-coding	NM_143183.2	NP_651440.1	270	Dmel_CG5948
NT_033777.3	25897476	25899744	3R	plus	Multicopper oxidase 3	Mco3	43134	protein-coding	NM_143184.2	NP_651441.1	677	Dmel_CG5959
NT_033777.3	25899903	25902172	3R	plus	uncharacterized protein, isoform C	CG31091	318591	protein-coding	NM_170248.3	NP_733127.1	424	Dmel_CG31091
NT_033777.3	25902643	25904178	3R	plus	uncharacterized protein	CG31089	43135	protein-coding	NM_170249.2	NP_733128.1	421	Dmel_CG31089
NT_033777.3	25902846	25906766	3R	minus	antisense RNA:CR43259	asRNA:CR43259	12798268	antisense_RNA	NR_048494.1			Dmel_CR43259
NT_033777.3	25907022	25921046	3R	plus	kin of rumpel	kumpel	43136	protein-coding	NM_143189.4	NP_651446.2	698	Dmel_CG42235
NT_033777.3	25921042	25922634	3R	minus	uncharacterized protein	CG14546	43142	protein-coding	NM_143191.6	NP_651448.2	388	Dmel_CG14546
NT_033777.3	25923499	25956270	3R	minus	Crustacean cardioactive peptide receptor	CCAP-R	2768688	protein-coding	NM_206574.4	NP_996297.3	494	Dmel_CG33344
NT_033777.3	25931401	25932016	3R	plus	long non-coding RNA:CR34024	lncRNA:CR34024	12798269	lncRNA	NR_048496.1			Dmel_CR34024
NT_033777.3	25959279	25961686	3R	plus	uncharacterized protein	CG14540	43145	protein-coding	NM_143194.2	NP_651451.1	613	Dmel_CG14540
NT_033777.3	25961994	25966948	3R	plus	bride of sevenless	boss	43146	protein-coding	NM_080709.3	NP_542440.1	896	Dmel_CG8285
NT_033777.3	25970080	25982736	3R	plus	fire dancer	fid	43148	protein-coding	NM_143196.3	NP_651453.3	1391	Dmel_CG42261
NT_033777.3	25983013	25995737	3R	plus	Neurofibromin 1	Nf1	43149	protein-coding	NM_170252.3	NP_733131.2	2746	Dmel_CG8318
NT_033777.3	25995879	25996996	3R	minus	uncharacterized protein	CG43116	12798270	protein-coding	NM_001260379.2	NP_001247308.1	165	Dmel_CG43116
NT_033777.3	25997621	25998633	3R	plus	Enhancer of split mdelta, helix-loop-helix	E(spl)mdelta-HLH	43150	protein-coding	NM_079779.3	NP_524503.2	173	Dmel_CG8328
NT_033777.3	25999851	26000761	3R	plus	Enhancer of split mgamma, helix-loop-helix	E(spl)mgamma-HLH	43151	protein-coding	NM_079780.3	NP_524504.2	205	Dmel_CG8333
NT_033777.3	26001201	26002464	3R	plus	long non-coding RNA:CR45037	lncRNA:CR45037	19836099	lncRNA	NR_125261.1			Dmel_CR45037
NT_033777.3	26004278	26004681	3R	plus	long non-coding RNA:CR45038	lncRNA:CR45038	19835259	lncRNA	NR_125262.1			Dmel_CR45038
NT_033777.3	26005046	26006023	3R	minus	Enhancer of split mbeta, helix-loop-helix	E(spl)mbeta-HLH	43152	protein-coding	NM_079781.3	NP_524505.2	195	Dmel_CG14548
NT_033777.3	26006502	26007073	3R	minus	long non-coding RNA:CR45039	lncRNA:CR45039	19836170	lncRNA	NR_125263.1			Dmel_CR45039
NT_033777.3	26010893	26011568	3R	plus	Enhancer of split malpha, Bearded family member	E(spl)malpha-BFM	43153	protein-coding	NM_079782.3	NP_524506.1	138	Dmel_CG8337
NT_033777.3	26014721	26016487	3R	plus	Kazal-type protease inhibitor m1	Kaz-m1	43154	protein-coding	NM_079783.4	NP_524507.1	156	Dmel_CG8342
NT_033777.3	26015516	26016487	3R	plus	long non-coding RNA:CR45040	lncRNA:CR45040	19834808	lncRNA	NR_125264.1			Dmel_CR45040
NT_033777.3	26016514	26017470	3R	minus	Enhancer of split m2, Bearded family member	E(spl)m2-BFM	43155	protein-coding	NM_079784.3	NP_524508.1	218	Dmel_CG6104
NT_033777.3	26018027	26019309	3R	minus	long non-coding RNA:CR43643	lncRNA:CR43643	14462521	lncRNA	NR_074061.1			Dmel_CR43643
NT_033777.3	26020479	26021076	3R	minus	long non-coding RNA:CR43644	lncRNA:CR43644	14462522	lncRNA	NR_074062.1			Dmel_CR43644
NT_033777.3	26021823	26023127	3R	plus	Enhancer of split m3, helix-loop-helix	E(spl)m3-HLH	43156	protein-coding	NM_079785.4	NP_524509.2	224	Dmel_CG8346
NT_033777.3	26023821	26024579	3R	minus	Enhancer of split m4, Bearded family member	E(spl)m4-BFM	43157	protein-coding	NM_079786.3	NP_524510.1	152	Dmel_CG6099
NT_033777.3	26028854	26029735	3R	minus	Enhancer of split m5, helix-loop-helix	E(spl)m5-HLH	43158	protein-coding	NM_079787.3	NP_524511.1	178	Dmel_CG6096
NT_033777.3	26032911	26034047	3R	plus	Enhancer of split m6, Bearded family member	E(spl)m6-BFM	43159	protein-coding	NM_079788.3	NP_524512.2	70	Dmel_CG8354
NT_033777.3	26037038	26038019	3R	plus	Enhancer of split m7, helix-loop-helix	E(spl)m7-HLH	43160	protein-coding	NM_080505.3	NP_536753.1	186	Dmel_CG8361
NT_033777.3	26040240	26041008	3R	plus	Enhancer of split m8, helix-loop-helix	E(spl)m8-HLH	43161	protein-coding	NM_079789.3	NP_524513.1	179	Dmel_CG8365
NT_033777.3	26041736	26049911	3R	plus	groucho	gro	43162	protein-coding	NM_079790.5	NP_524514.2	719	Dmel_CG8384
NT_033777.3	26049731	26052257	3R	minus	Exocyst 84	Exo84	43163	protein-coding	NM_143197.2	NP_651454.1	671	Dmel_CG6095
NT_033777.3	26052821	26054128	3R	plus	Vacuolar protein sorting 2	Vps2	43164	protein-coding	NM_143198.2	NP_651455.1	256	Dmel_CG14542
NT_033777.3	26054237	26055438	3R	minus	Cytidine/uridine monophosphate kinase 1	Cmpk	43165	protein-coding	NM_143199.3	NP_651456.1	253	Dmel_CG6092
NT_033777.3	26055657	26056547	3R	minus	Sld5	Sld5	43166	protein-coding	NM_143200.4	NP_651457.1	228	Dmel_CG14549
NT_033777.3	26056630	26057350	3R	plus	uncharacterized protein	CG14543	43167	protein-coding	NM_143201.4	NP_651458.1	195	Dmel_CG14543
NT_033777.3	26057347	26058223	3R	minus	Phosphatidylinositol glycan anchor biosynthesis class P	PIG-P	43168	protein-coding	NM_143202.1	NP_651459.2	158	Dmel_CG14550
NT_033777.3	26057347	26058223	3R	minus	Threonyl-carbamoyl synthesis 6	Tcs6	8674046	protein-coding	NM_001170272.1	NP_001163743.1	111	Dmel_CG42498
NT_033777.3	26058420	26059267	3R	minus	Ribosomal protein L34a	RpL34a	43169	protein-coding	NM_143203.3	NP_651460.2	162	Dmel_CG6090
NT_033777.3	26059496	26061293	3R	plus	tRNA methyltransferase 61	Trmt61	43170	protein-coding	NM_143204.3	NP_651461.1	317	Dmel_CG14544
NT_033777.3	26061268	26063011	3R	minus	uncharacterized protein, isoform A	CG14551	43171	protein-coding	NM_143205.2	NP_651462.1	201	Dmel_CG14551
NT_033777.3	26070378	26071578	3R	minus	long non-coding RNA:CR44950	lncRNA:CR44950	19835209	lncRNA	NR_125265.1			Dmel_CR44950
NT_033777.3	26076592	26098711	3R	minus	dysfusion	dysf	43174	protein-coding	NM_170258.4	NP_733137.3	920	Dmel_CG32474
NT_033777.3	26092850	26093722	3R	minus	long non-coding RNA:CR44319	lncRNA:CR44319	19834794	lncRNA	NR_125266.1			Dmel_CR44319
NT_033777.3	26106868	26130674	3R	plus	Clock interacting protein circadian	Cipc	43177	protein-coding	NM_170259.4	NP_733138.1	264	Dmel_CG31324
NT_033777.3	26124809	26125423	3R	minus	long non-coding RNA:CR46060	lncRNA:CR46060	26067377	lncRNA	NR_133455.1			Dmel_CR46060
NT_033777.3	26126659	26127868	3R	plus	uncharacterized protein	CG14556	43176	protein-coding	NM_143207.3	NP_651464.2	334	Dmel_CG14556
NT_033777.3	26133154	26137148	3R	plus	uncharacterized protein	CG6142	43178	protein-coding	NM_143209.2	NP_651466.1	616	Dmel_CG6142
NT_033777.3	26170847	26187307	3R	plus	uncharacterized protein, isoform A	CG31323	318682	protein-coding	NM_143210.4	NP_651467.1	169	Dmel_CG31323
NT_033777.3	26185251	26186227	3R	plus	uncharacterized protein, isoform A	CG31086	43179	protein-coding	NM_170260.5	NP_733139.1	148	Dmel_CG31086
NT_033777.3	26187018	26188807	3R	minus	uncharacterized protein, isoform A	CG6073	43180	protein-coding	NM_143211.4	NP_651468.1	369	Dmel_CG6073
NT_033777.3	26189004	26189977	3R	minus	uncharacterized protein	CG34130	4379866	protein-coding	NM_001043294.2	NP_001036759.1	297	Dmel_CG34130
NT_033777.3	26190234	26191205	3R	minus	uncharacterized protein	CG34129	43181	protein-coding	NM_001043295.2	NP_001036760.1	314	Dmel_CG34129
NT_033777.3	26195250	26230268	3R	plus	long non-coding RNA:CR44320	lncRNA:CR44320	19834920	lncRNA	NR_125267.2			Dmel_CR44320
NT_033777.3	26230248	26234700	3R	plus	uncharacterized protein, isoform A	CG12290	43182	protein-coding	NM_143213.4	NP_651470.1	798	Dmel_CG12290
NT_033777.3	26235325	26252932	3R	plus	long non-coding RNA:CR46061	lncRNA:CR46061	26067378	lncRNA	NR_133456.1			Dmel_CR46061
NT_033777.3	26241291	26241802	3R	plus	long non-coding RNA:CR46062	lncRNA:CR46062	26067379	lncRNA	NR_133458.1			Dmel_CR46062
NT_033777.3	26254069	26261591	3R	minus	Aldolase 1	Ald1	43183	protein-coding	NM_079791.5	NP_524515.2	363	Dmel_CG6058
NT_033777.3	26260902	26261515	3R	plus	antisense RNA:CR44321	asRNA:CR44321	19835586	antisense_RNA	NR_125268.1			Dmel_CR44321
NT_033777.3	26262662	26277050	3R	plus	uncharacterized protein, isoform D	CG6154	43184	protein-coding	NM_143214.2	NP_651471.2	434	Dmel_CG6154
NT_033777.3	26318355	26362588	3R	plus	oskyddad	osy	43186	protein-coding	NM_001038981.2	NP_001034070.1	518	Dmel_CG33970
NT_033777.3	26324499	26325294	3R	minus	long non-coding RNA:CR42765	lncRNA:CR42765	19835759	lncRNA	NR_125269.1			Dmel_CR42765
NT_033777.3	26344290	26345473	3R	minus	Nilkantha	Nil	43185	protein-coding	NM_143215.2	NP_651472.2	371	Dmel_CG6036
NT_033777.3	26401909	26403656	3R	minus	pickpocket 15	ppk15	43188	protein-coding	NM_001104467.1	NP_001097937.1	483	Dmel_CG14239
NT_033777.3	26414088	26416192	3R	plus	Aldolase 2	Ald2	43189	protein-coding	NM_143219.2	NP_651476.1	364	Dmel_CG5432
NT_033777.3	26424698	26425105	3R	minus	uncharacterized protein, isoform A	CG6503	50079	protein-coding	NM_144001.3	NP_652258.2	62	Dmel_CG6503
NT_033777.3	26425290	26425781	3R	minus	uncharacterized protein	CG34291	5740331	protein-coding	NM_001104468.3	NP_001097938.1	61	Dmel_CG34291
NT_033777.3	26425354	26428408	3R	plus	antisense RNA:CR31084	asRNA:CR31084	10178907	antisense_RNA	NR_167780.1			Dmel_CR31084
NT_033777.3	26428590	26429173	3R	plus	long non-coding RNA:CR43434	lncRNA:CR43434	12798271	lncRNA	NR_048497.1			Dmel_CR43434
NT_033777.3	26440778	26448991	3R	plus	taxi	tx	43190	protein-coding	NM_079792.3	NP_524516.2	384	Dmel_CG5441
NT_033777.3	26449079	26450585	3R	plus	Hexokinase testis 1	Hex-t1	117364	protein-coding	NM_176567.2	NP_788744.1	465	Dmel_CG33102
NT_033777.3	26450671	26452327	3R	plus	Hexokinase testis 2	Hex-t2	43191	protein-coding	NM_170272.3	NP_733151.2	486	Dmel_CG32849
NT_033777.3	26452534	26454585	3R	plus	uncharacterized protein, isoform A	CG5447	43192	protein-coding	NM_143221.4	NP_651478.1	151	Dmel_CG5447
NT_033777.3	26454794	26455112	3R	plus	uncharacterized protein	CG43117	12798272	protein-coding	NM_001260387.2	NP_001247316.1	75	Dmel_CG43117
NT_033777.3	26455462	26456141	3R	minus	Pigment-dispersing factor	Pdf	43193	protein-coding	NM_079793.3	NP_524517.1	102	Dmel_CG6496
NT_033777.3	26456877	26457242	3R	plus	uncharacterized protein	CG14237	43194	protein-coding	NM_143222.2	NP_651479.2	121	Dmel_CG14237
NT_033777.3	26458249	26460981	3R	plus	uncharacterized protein	CG14238	43195	protein-coding	NM_143223.2	NP_651480.1	523	Dmel_CG14238
NT_033777.3	26461527	26470008	3R	plus	uncharacterized protein, isoform A	CG5455	43196	protein-coding	NM_143224.4	NP_651481.1	688	Dmel_CG5455
NT_033777.3	26470078	26535217	3R	minus	plum, isoform B	plum	43197	protein-coding	NM_143225.3	NP_651482.3	1298	Dmel_CG6490
NT_033777.3	26509539	26510100	3R	minus	long non-coding RNA:CR46083	lncRNA:CR46083	26067400	lncRNA	NR_133460.1			Dmel_CR46083
NT_033777.3	26519580	26522279	3R	plus	long non-coding RNA:CR45226	lncRNA:CR45226	19836203	lncRNA	NR_125270.1			Dmel_CR45226
NT_033777.3	26536350	26604051	3R	plus	scribble	scrib	44448	protein-coding	NM_080015.4	NP_524754.2	1851	Dmel_CG43398
NT_033777.3	26541292	26543209	3R	minus	long non-coding RNA:CR46084	lncRNA:CR46084	26067401	lncRNA	NR_133461.1			Dmel_CR46084
NT_033777.3	26607047	26608440	3R	plus	long non-coding RNA:CR44951	lncRNA:CR44951	19835670	lncRNA	NR_125272.1			Dmel_CR44951
NT_033777.3	26610434	26610879	3R	plus	long non-coding RNA:CR45788	lncRNA:CR45788	26067119	lncRNA	NR_133462.1			Dmel_CR45788
NT_033777.3	26619118	26620224	3R	plus	TweedleM	TwdlM	43200	protein-coding	NM_143227.2	NP_651484.1	288	Dmel_CG5468
NT_033777.3	26620608	26621364	3R	minus	TweedleP	TwdlP	43201	protein-coding	NM_143228.2	NP_651485.1	220	Dmel_CG14240
NT_033777.3	26622451	26623543	3R	minus	TweedleB	TwdlB	43202	protein-coding	NM_143229.2	NP_651486.1	286	Dmel_CG6478
NT_033777.3	26624587	26625652	3R	minus	TweedleL	TwdlL	43203	protein-coding	NM_170279.3	NP_733158.1	285	Dmel_CG6447
NT_033777.3	26625932	26626738	3R	minus	TweedleO	TwdlO	43204	protein-coding	NM_143230.2	NP_651487.1	229	Dmel_CG6452
NT_033777.3	26627885	26628724	3R	minus	TweedleK	TwdlK	43205	protein-coding	NM_143231.2	NP_651488.1	247	Dmel_CG6460
NT_033777.3	26629918	26630825	3R	plus	TweedleJ	TwdlJ	43206	protein-coding	NM_143232.3	NP_651489.2	274	Dmel_CG5471
NT_033777.3	26631869	26632956	3R	plus	TweedleN	TwdlN	43207	protein-coding	NM_170281.2	NP_733160.1	309	Dmel_CG5476
NT_033777.3	26633732	26634714	3R	plus	TweedleH	TwdlH	43208	protein-coding	NM_143233.3	NP_651490.1	241	Dmel_CG31080
NT_033777.3	26634885	26635998	3R	plus	TweedleR	TwdlR	318586	protein-coding	NM_170282.2	NP_733161.2	325	Dmel_CG31081
NT_033777.3	26636688	26637557	3R	plus	TweedleS	TwdlS	43209	protein-coding	NM_143234.2	NP_651491.1	228	Dmel_CG14242
